0.183435,0.779691,0.596850,0.445833,0.099975,0.459249,0.333709,0.142867,0.650888,0.056412,0.721999,0.938553,0.000779,0.992212,0.617482,0.611653,0.007066,0.023062,0.524775,0.399861,0.046666,0.973756,0.232771,0.090606,0.618386,0.382462,0.983231,0.466763,0.859940,0.680308,0.450499,0.013265,0.942202,0.563288,0.385417,0.015966,0.230894,0.241025,0.683264,0.609997,0.833195,0.173365,0.391061,0.182236,0.755361,0.425156,0.207942,0.567700,0.031313,0.842285
0.395150,0.926659,0.727272,0.326541,0.570444,0.520834,0.961172,0.844534,0.747320,0.539692,0.586751,0.965255,0.607034,0.275999,0.296274,0.165267,0.015636,0.423401,0.394882,0.293488,0.014080,0.198842,0.711342,0.790176,0.605960,0.926301,0.651077,0.914960,0.850039,0.449451,0.095410,0.370818,0.668841,0.665922,0.591298,0.274722,0.561243,0.382927,0.971712,0.848914,0.721730,0.235985,0.256068,0.040434,0.710663,0.110891,0.439337,0.201719,0.895764,0.475370
0.695516,0.139331,0.604417,0.539841,0.203061,0.942854,0.598865,0.694785,0.880468,0.624354,0.295634,0.105494,0.456535,0.218440,0.416510,0.883280,0.324345,0.122088,0.356298,0.906828,0.272132,0.647690,0.000520,0.352569,0.304781,0.164656,0.534089,0.484830,0.692436,0.269412,0.244126,0.168291,0.218764,0.558102,0.403836,0.064892,0.253915,0.246876,0.696304,0.712271,0.148087,0.997740,0.266781,0.976615,0.411037,0.033051,0.345071,0.634351,0.680705,0.530935
0.552893,0.592697,0.080853,0.369654,0.242160,0.803140,0.470301,0.983423,0.398824,0.816432,0.798345,0.150718,0.508199,0.695813,0.858359,0.325959,0.220241,0.711150,0.809501,0.348666,0.096177,0.940523,0.397572,0.517751,0.837710,0.675690,0.735216,0.209072,0.541448,0.695784,0.228550,0.174955,0.982168,0.516636,0.260829,0.996254,0.965419,0.558293,0.882636,0.188707,0.278871,0.700358,0.846661,0.856324,0.404508,0.887770,0.850928,0.935635,0.785341,0.668988
0.372283,0.940133,0.973664,0.283921,0.305364,0.485614,0.448424,0.994457,0.175925,0.018075,0.493894,0.178823,0.366469,0.744171,0.720940,0.308061,0.542540,0.508814,0.636333,0.250462,0.589871,0.978893,0.486742,0.906099,0.434394,0.350078,0.645103,0.668924,0.864168,0.230185,0.499193,0.572004,0.768554,0.043604,0.994551,0.469945,0.279560,0.883494,0.747719,0.953072,0.330750,0.552765,0.572292,0.980332,0.075346,0.305697,0.190911,0.268475,0.485280,0.372687
0.844213,0.930017,0.070416,0.208919,0.671144,0.358647,0.254164,0.295291,0.322551,0.848670,0.136621,0.708911,0.552820,0.296510,0.419781,0.256207,0.611514,0.081594,0.005185,0.627894,0.194274,0.070941,0.396784,0.050769,0.886617,0.027617,0.578865,0.438474,0.672026,0.328153,0.155042,0.981841,0.838934,0.860405,0.250251,0.038835,0.303266,0.537082,0.326651,0.827869,0.271543,0.965252,0.457265,0.842023,0.194380,0.411354,0.699512,0.138353,0.132745,0.969537
0.041068,0.398821,0.433521,0.744043,0.250861,0.184334,0.080873,0.428314,0.688500,0.058194,0.915214,0.442352,0.239787,0.093873,0.182866,0.934614,0.638271,0.516696,0.657111,0.435673,0.730039,0.047716,0.566037,0.158646,0.120165,0.341880,0.091799,0.094157,0.311413,0.979511,0.175330,0.017161,0.763364,0.806913,0.346304,0.464674,0.649774,0.048059,0.949146,0.886680,0.260894,0.015305,0.933436,0.501040,0.539377,0.683964,0.615851,0.943892,0.944252,0.867199
0.800949,0.677168,0.573367,0.128500,0.811204,0.820639,0.625940,0.820427,0.651485,0.206684,0.273961,0.214589,0.377259,0.038963,0.618254,0.336554,0.655723,0.385397,0.681614,0.340625,0.260695,0.496037,0.692890,0.348337,0.936648,0.039186,0.417946,0.967581,0.547972,0.423471,0.568520,0.575925,0.731648,0.127690,0.250016,0.580544,0.867117,0.561867,0.238597,0.679845,0.739909,0.238236,0.377729,0.534327,0.496561,0.389618,0.297635,0.099985,0.053485,0.958541
0.354905,0.956801,0.676770,0.482521,0.493026,0.083284,0.091704,0.602441,0.553703,0.212728,0.946195,0.781296,0.113465,0.930929,0.974248,0.995931,0.055871,0.737036,0.545916,0.705831,0.968652,0.688030,0.836964,0.866869,0.838481,0.426091,0.222576,0.396652,0.891897,0.146605,0.513326,0.233228,0.581305,0.863139,0.880360,0.236685,0.907694,0.591889,0.350218,0.708181,0.481667,0.377988,0.705084,0.248724,0.330253,0.434452,0.253682,0.405202,0.571473,0.740974
0.822790,0.744212,0.681039,0.237506,0.400223,0.477715,0.082891,0.528370,0.436336,0.802109,0.977901,0.556005,0.322686,0.043401,0.924643,0.919116,0.252990,0.695411,0.075435,0.166215,0.216809,0.294494,0.995831,0.696925,0.384202,0.737101,0.915254,0.958702,0.057864,0.394522,0.106756,0.335660,0.169680,0.646848,0.388268,0.229395,0.265938,0.360345,0.259950,0.453241,0.032316,0.279764,0.411207,0.602782,0.270958,0.133185,0.076200,0.940532,0.416639,0.581163
